index_col,stock_code,shortname,fullname,address,income,profit,number,comedate,book,report,industry,bussiness
44,HK0045,大酒店,香港上海大酒店有限公司,香港,--,--,7537,1921-01-01,--,,酒店,持有、发展并管理位于亚洲、美国及欧洲的豪华酒店、商用及住宅物业；并提供旅游及休闲、会所管理及其他服务。
45,HK0046,科联系统,科联系统集团有限公司,百慕达,--,--,329,1998-05-18,--,,信息化服务,供企业应用软体及相关服务、业务流程外判、及电子贸易服务；提供系统及网络集成服务、资讯科技解决方案发展及实施；及物业及库务投资。
46,HK0047,合兴集团,合兴集团控股有限公司,开曼群岛,--,--,7999,1988-11-16,--,,餐饮,在中国华北地区营运快餐业务。
47,HK0048,中国汽车内饰,中国汽车内饰集团有限公司,开曼群岛,--,--,163,2010-09-29,--,,纺织品,制造及销售用于汽车内饰件及其他部分的无纺布产品以及买卖橡胶及成衣配件。
48,HK0050,香港小轮(集团),香港小轮(集团)有限公司,香港,--,--,200,1988-12-30,--,,房地产,物业发展、物业投资、渡轮、船厂及相关业务及证券投资。
49,HK0051,海港企业,海港企业有限公司,香港,--,--,900,1971-02-15,--,,房地产,发展物业、投资物业和酒店。
50,HK0052,FAIRWOOD HOLD,大快活集团有限公司,百慕达,--,--,5600,1991-10-09,--,,餐饮,经营快餐店业务店及物业投资。
51,HK0053,国浩集团,国浩集团有限公司,百慕达,--,--,13300,1983-05-03,--,,资产管理,自营资产管理、物业发展及投资、酒店及休闲业务、证券及期货经纪业务、投资顾问、银行及金融业务、保险、基金管理服务及工商银行业务。
52,HK0054,合和实业,合和实业有限公司,香港,--,--,1118,1972-08-21,--,,综合,收费公路及发电厂投资、物业发展及投资、物业代理及管理、酒店持有及管理、餐馆营运及食品经营业务。
53,HK0055,中星集团控股,中星集团控股有限公司,百慕达,--,--,1550,1992-09-10,--,,包装印刷,游戏业务；放贷；印刷品制造及销售；艺人管理、唱片及电影制作及分销；物业发展与投资；证券买卖；及印刷品贸易。
54,HK0056,联合地产(香港),联合地产(香港)有限公司,香港,--,--,5263,1981-01-08,--,,信贷,投资、经纪及金融、私人财务、物业租赁、酒店业务及管理服务、出售物业及与物业有关之投资。
55,HK0057,震雄集团,震雄集团有限公司,百慕达,--,--,2400,1991-10-22,--,,电子元器件,制造及销售塑胶注塑机及有关产品。
56,HK0058,新威国际,新威国际控股有限公司,百慕达,--,--,380,1999-09-03,--,,混凝土,制造及买卖预应力混凝土钢棒、预应力高强混凝土管桩，预拌商品混凝土、灰砂砖、加气混凝土产品及生态透水混凝土产品以及提供金融服务。
57,HK0059,天誉置业,天誉置业(控股)有限公司,百慕达,--,--,669,1993-11-16,--,,房地产,物业发展、物业投资及物业管理。
58,HK0060,香港食品投资,香港食品投资控股有限公司,香港,--,--,127,1992-12-16,--,,包装食品,冷冻肉类、海产及蔬菜贸易；零售小百货；投资控股；小食、糖果、饮品、雪藏食品、面食、火腿及火腿相关产品生产及贸易；经营餐厅。
59,HK0061,绿领控股,绿领控股集团有限公司,百慕达,--,--,579,1999-07-06,--,,煤炭,系统集成服务及软件解决方案、煤炭矿藏之地质研究、勘探及开发（采矿业务）、销售焦煤及种植及加工木薯淀粉以供销售。
60,HK0062,载通,载通国际控股有限公司,百慕达,--,--,13200,1961-05-01,--,,公交运输,专营及非专营公共运输服务、物业持有及发展，以及媒体销售服务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
61,HK0063,中国烯谷集团,中国烯谷集团有限公司,百慕达,--,--,39,1986-02-26,--,,房地产,物业发展及建造、物业管理、借贷业务、提供园艺服务、制造及销售石墨烯及石墨烯相关产品，以及证券交易。
62,HK0064,结好控股,结好控股有限公司,开曼群岛,--,--,77,2002-06-06,--,,证券,放债；物业发展及持有，以及投资于金融工具；地产代理及提供金融服务。
63,HK0065,弘海高新资源,弘海高新资源有限公司,开曼群岛,--,--,568,2001-08-30,--,,煤炭,生产及销售煤炭及提供褐煤提质服务。
64,HK0066,港铁公司,香港铁路有限公司,香港,--,--,28053,2000-10-05,--,,铁路运输,于香港、中国内地和海外城市的铁路设计、建造、营运、维修及投资；项目管理；铁路网络内的车站商务；物业业务；以及投资于八达通控股有限公司。
65,HK0067,旭光高新材料,中国旭光高新材料集团有限公司,开曼群岛,--,--,2516,2009-06-16,--,,化工用品,加工及销售普通芒硝、特种芒硝及药用芒硝。
66,HK0068,利兴发展,利兴发展有限公司,香港,--,--,10,1972-11-09,--,,资产管理,地产投资、物业发展、投资控股、一般投资及证券买卖。
67,HK0069,香格里拉(亚洲),香格里拉(亚洲)有限公司,百慕达,--,--,28600,1993-06-17,--,,酒店,拥有及经营酒店、提供酒店管理及相关服务，拥有用于物业租赁及物业销售之投资物业。
68,HK0070,金粤控股,金粤控股有限公司,香港,--,--,98,1973-01-01,--,,博彩,收取来自博彩及娱乐相关业务之溢利。
69,HK0071,美丽华酒店,美丽华酒店企业有限公司,香港,--,--,1724,1970-07-25,--,,旅游服务,收租业务、酒店及服务式公寓业务、餐饮及旅游业务。
70,HK0072,现代传播,现代传播控股有限公司,开曼群岛,--,--,673,2009-09-09,--,,出版,提供多媒体广告服务、杂志印刷及发行、提供广告相关服务、买卖艺术品及相关服务。
71,HK0073,亚洲果业,亚洲果业控股有限公司,百慕达,--,--,1073,2009-11-26,--,,水果,种植、栽培及销售农产品及制造及销售水果浓缩汁、水果饮料浓浆、雪藏水果及蔬菜。
72,HK0075,渝太地产,渝太地产集团有限公司,百慕达,--,--,4,1984-11-12,--,,地产投资,物业投资及买卖；提供物业管理及有关服务；及投资控股。
73,HK0076,南海石油,南海石油控股有限公司,香港,--,--,406,1984-09-24,--,,电子元器件,于印尼从事投资控股、原油开发及生产、于全球从事矿产生产及买卖以及于英国提供电子产品制造服务、一般贸易及多媒体制作。
74,HK0077,进智公共交通,进智公共交通控股有限公司,开曼群岛,--,--,1308,2004-04-15,--,,公交运输,于香港提供专线公共小巴客运服务。
75,HK0078,REGAL INT'L,富豪酒店国际控股有限公司,百慕达,--,--,2000,1980-11-03,--,,酒店,酒店经营及管理、透过其上市附属公司拥有酒店、为富豪产业信托作资产管理、物业发展及投资、飞机拥有及租赁，以及其他投资（包括金融资产投资）。
76,HK0079,世纪建业,世纪建业(集团)有限公司,百慕达,--,--,32,1993-07-08,--,,其他服务,健康及美容服务，借贷及股票经纪业务，以及资物业。
77,HK0080,中国新经济投资,中国新经济投资有限公司,--,--,--,3,2011-01-06,--,,--,投资全球具能力生产及提供获中国内地、香港、澳门及台湾经济支持之产品或服务之私人及公众企业，以取得长期资本增值。
78,HK0081,中国海外宏洋集团,中国海外宏洋集团有限公司,香港,--,--,1825,1984-04-26,--,,房地产,物业投资及发展、租赁物业及投资控股。
79,HK0082,第一视频,第一视频集团有限公司,百慕达,--,--,422,1991-10-25,--,,网络视频,于中国从事发展电信媒体，包括网络视听新媒体、网络游戏、互联网医疗及其他互联网+业务及彩票相关业务。
80,HK0083,信和置业,信和置业有限公司,香港,--,--,7140,1981-04-08,--,,房地产,物业租赁，物业销售，酒店经营，管理服务，股票投资及买卖，与财务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
81,HK0084,宝光实业,宝光实业(国际)有限公司,百慕达,--,--,2969,1972-10-02,--,,钟表,零售及买卖手表及眼镜，以及物业投资。
82,HK0085,中电华大科技,中国电子华大科技有限公司,百慕达,--,--,395,1997-07-25,--,,半导体,集成电路芯片之设计及销售。
83,HK0086,新鸿基公司,新鸿基有限公司,--,--,--,3839,1983-10-03,--,,--,财富管理及经纪服务，资本市场，资产管理，私人财务，及主要投资。
84,HK0087,太古股份公司B,太古股份有限公司,香港,--,--,90000,1973-05-01,--,,综合,地产、航空、饮料、海洋服务和贸易及实业。
85,HK0088,TAI CHEUNG HOLD,大昌集团有限公司,百慕达,--,--,203,1972-12-11,--,,房地产,地产投资及发展、投资控股及物业管理业务。
86,HK0089,大生地产,大生地产发展有限公司,香港,--,--,184,1973-02-21,--,,地产投资,物业投资、物业租赁、物业发展、房地产管理及代理、酒店经营及餐厅经营。
87,HK0090,琥珀能源,琥珀能源有限公司,开曼群岛,--,--,261,2009-07-10,--,,新能源,于中国发展、经营及管理以天然气为燃料的电厂。
88,HK0091,标准资源控股,标准资源控股有限公司,香港,--,--,77,1981-06-29,--,,油气开采,于中国从事煤层气勘探及开采、电子零件销售以及库务业务（包括证券买卖及放债业务）。
89,HK0092,冠军科技集团,冠军科技集团有限公司,百慕达,--,--,177,1992-08-19,--,,信息化服务,销售文化产品、销售产品及特许权、租赁系统产品，并于高科技产品开发公司及电子商贸项目持有策略性投资。
90,HK0093,TERMBRAY IND,添利工业国际(集团)有限公司,百慕达,--,--,40,1991-10-23,--,,地产投资,物业投资及发展。
91,HK0094,绿心集团,绿心集团有限公司,百慕达,--,--,340,1988-06-21,--,,林业及木材,砍伐原木、木材加工、推销、销售及买卖原木及木材产品以及提供森林管理服务。
92,HK0095,绿景中国地产,绿景(中国)地产投资有限公司,开曼群岛,--,--,1638,2005-12-02,--,,房地产,在中国从事物业发展及物业投资。
93,HK0096,YUSEI,友成控股有限公司,开曼群岛,--,--,2500,2005-10-13,--,,电子元器件,在中国从事设计、开发和制造精密注塑模具、及生产塑胶配件。
94,HK0097,恒基发展,恒基兆业发展有限公司,香港,--,--,607,1972-11-06,--,,百货商城,投资控股及百货业务。
95,HK0098,兴发铝业,兴发铝业控股有限公司,开曼群岛,--,--,6344,2008-03-31,--,,铝,制造及销售铝型材业务。
96,HK0099,王氏国际,王氏国际集团有限公司,百慕达,--,--,4600,1983-12-15,--,,通信设备,开发、制造、推广及分销电子产品，以及物业投资。
97,HK0100,白马户外媒体,白马户外媒体有限公司,百慕达,--,--,566,2001-12-19,--,,传媒广告,户外媒体销售包括于公共汽车候车亭、大型广告牌及巴士车身展示广告。
98,HK0101,恒隆地产,恒隆地产有限公司,香港,--,--,4643,1954-01-01,--,,地产投资,投资物业以供收租，发展物业以供出售及租赁，以及停车场管理与物业管理。
99,HK0102,凯升控股,凯升控股有限公司,百慕达,--,--,992,1994-01-10,--,,博彩,在俄罗斯联邦滨海地区综合娱乐区经营酒店及博彩业务。
100,HK0103,首长宝佳,首长宝佳集团有限公司,香港,--,--,2007,1992-04-09,--,,汽车零部件,制造钢帘线；铜及黄铜材料加工与贸易。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
101,HK0104,ASIA COMM HOLD,冠亚商业集团有限公司,百慕达,--,--,175,1987-07-29,--,,钟表,钟表贸易及零售以及物业租赁。
102,HK0105,凯联国际酒店,凯联国际酒店有限公司,香港,--,--,36,1985-10-24,--,,地产投资,物业投资及投资控股。
103,HK0106,朗诗绿色集团,朗诗绿色集团有限公司,百慕达,--,--,1683,1986-03-24,--,,房地产,物业投资、物业发展及交易。
104,HK0107,四川成渝高速公路,四川成渝高速公路股份有限公司,中国四川省,--,--,5091,1997-10-07,--,,公路运输,投资、建设、经营和管理高速公路基建项目，同时亦经营其他与高速公路相关的业务。
105,HK0108,国锐地产,国锐地产有限公司,香港,--,--,349,1973-02-09,--,,物业管理,于中国、美国及英国从事物业发展及投资，以及在中国北京提供物业管理服务。
106,HK0109,天成国际,天成国际集团控股有限公司,百慕达,--,--,35,1998-01-12,--,,信贷,提供金融服务及投资控股。
107,HK0110,中国长远,中国长远控股有限公司,百慕达,--,--,19,2000-02-16,--,,通信设备,分销及买卖移动电话及相关配件、发展市场推广及售后服务网络，以及天青石、锌及铅矿石的开采及加工业务。
108,HK0111,信达国际控股,信达国际控股有限公司,百慕达,--,--,110,2000-08-01,--,,证券,企业融资、证券经纪、商品及期货经纪、财务策划及保险经纪、资产管理。
109,HK0112,勒泰集团,勒泰商业地产有限公司,香港,--,--,261,1972-12-06,--,,房地产,物业开发及投资、投资控股、证券投资及金融业务。
110,HK0113,迪生创建,迪生创建(国际)有限公司,百慕达,--,--,1497,1973-03-15,--,,服饰配件,销售名贵商品及证券投资。
111,HK0114,HERALD HOLD,兴利集团有限公司,百慕达,--,--,5610,1970-03-12,--,,玩具,制造、销售及分销玩具、电脑制品、家庭用品、钟表、电子产品及礼品。
112,HK0115,钧濠集团,钧濠集团有限公司,百慕达,--,--,57,1999-10-13,--,,房地产,从事物业发展；物业投资；及一般贸易。
113,HK0116,周生生,周生生集团国际有限公司,百慕达,--,--,8739,1973-04-06,--,,珠宝首饰,珠宝制造及零售；贵金属批发；以及证券及期货经纪。
114,HK0117,天利控股集团,天利控股集团有限公司,开曼群岛,--,--,1335,2007-12-21,--,,电子元器件,制造及销售片式多层陶瓷电容器；投资与金融服务包括债务、股权；资产管理；提供财务顾问服务；及金融科技；及其他一般贸易。
115,HK0118,大同机械,大同机械企业有限公司,香港,--,--,3500,1988-12-12,--,,电子元器件,买卖工业消耗品贸易、制造塑胶加工产品、工业机械及线路板。
116,HK0119,保利置业集团,保利置业集团有限公司,香港,--,--,12175,1973-08-30,--,,房地产,物业发展、物业投资及管理、酒店营运及其相关服务、证券投资及建筑服务。
117,HK0120,COSMOPOL INT'L,四海国际集团有限公司,开曼群岛,--,--,90,1989-11-01,--,,房地产,物业发展及投资、于金融资产之投资及其他投资；以及物流业务。
118,HK0121,卜蜂莲花,卜蜂莲花有限公司,开曼群岛,--,--,11380,1981-03-27,--,,超市及便利店,于华北、华南及华东地区经营大型超市。
119,HK0122,鳄鱼恤,鳄鱼恤有限公司,香港,--,--,306,1971-09-01,--,,服装,成衣制造及销售与物业投资及出租。
120,HK0123,越秀地产,越秀地产股份有限公司,香港,--,--,6950,1992-12-15,--,,房地产,发展、出售及管理物业、持有投资物业。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
121,HK0124,粤海置地,粤海置地控股有限公司,百慕达,--,--,225,1997-08-08,--,,房地产,房地产发展和投资。
122,HK0125,新兴光学,新兴光学集团控股有限公司,百慕达,--,--,5500,1999-05-25,--,,眼镜,生产及销售光学眼镜框、太阳眼镜框及相关产品。
123,HK0126,佳宁娜,佳宁娜集团控股有限公司,百慕达,--,--,2000,1991-11-01,--,,综合,地产的投资及发展，经营酒店、酒楼及食品事业。
124,HK0127,华人置业,华人置业集团有限公司,百慕达,--,--,553,1988-12-30,--,,地产投资,物业投资及发展、经纪服务、证券投资、放债、分销及买卖化妆品。
125,HK0128,安宁控股,安宁控股有限公司,香港,--,--,169,1972-11-16,--,,服装配套,批发及零售时装及饰物、经营渡假中心及俱乐部、投资控股及证券买卖。
126,HK0129,泛海集团,泛海国际集团有限公司,百慕达,--,--,450,1973-01-24,--,,房地产,物业发展及投资、酒店经营、旅游代理及饮食业务以及投资。
127,HK0130,慕诗国际,慕诗国际集团有限公司,开曼群岛,--,--,480,2002-02-11,--,,服装,设计、制造、零售及批发时尚服饰及配饰。
128,HK0131,卓能(集团),卓能(集团)有限公司,香港,--,--,49,1973-02-09,--,,地产投资,物业发展及投资、提供物业管理及有关服务。
129,HK0132,中国兴业控股,中国兴业控股有限公司,百慕达,--,--,98,1973-05-18,--,,酒店,物业发展及投资、酒店经营及投资控股。
130,HK0133,招商局中国基金,招商局中国基金有限公司,--,--,--,1,1993-07-22,--,,--,直接参股中国高素质的非上市企业及投资境内外中国概念股。
131,HK0135,昆仑能源,昆仑能源有限公司,百慕达,--,--,35005,1973-03-13,--,,油气开采,于中国、哈萨克斯坦、阿曼、秘鲁、泰国、阿塞拜疆勘探及生产原油及天然气；于中国销售天然气、液化天然气（LNG）加工及LNG接收站业务及输送天然气。
132,HK0136,恒腾网络,恒腾网络集团有限公司,百慕达,--,--,387,1997-09-25,--,,消费电子,投资及买卖证券、提供融资、物业投资及制造及销售照相产品配件。
133,HK0137,金辉集团,金辉集团有限公司,香港,--,--,68,1991-12-06,--,,港口运输,船舶租赁、拥有船舶及贸易业务。
134,HK0138,中建富通,中建富通集团有限公司,百慕达,--,--,604,1991-11-11,--,,资产管理,香港地产发展及物业买卖、物业投资、证券业务、制造及销售塑胶原部件、古董车投资及提供古董车服务、及买卖古董车。
135,HK0139,中达集团控股,中国软实力科技集团有限公司,百慕达,--,--,71,1994-03-15,--,,半导体,买卖及分销电子及配套产品及其他产品、财务投资及买卖业务以及放贷业务。
136,HK0141,大中华集团,大中华集团有限公司,香港,--,--,23,1973-03-07,--,,地产投资,于中国之房地产投资。
137,HK0142,第一太平,第一太平有限公司,百慕达,--,--,98716,1988-09-12,--,,包装食品,电讯、基建、消费性食品及天然资源。
138,HK0143,国安国际,国安国际有限公司,开曼群岛,--,--,118,1999-04-09,--,,通信设备,电讯产品贸易；提供电讯产品之维修服务；及金融资产投资。
139,HK0144,招商局港口,招商局港口控股有限公司,香港,--,--,5656,1992-07-15,--,,港口运输,港口业务、保税物流及冷链业务、物业开发及投资。
140,HK0145,香港建屋贷款,香港建屋贷款有限公司,香港,--,--,43,1972-07-01,--,,其他服务,投资控股、财务投资、提供贷款融资及设计及提供节能解决方案。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
141,HK0146,TAI PING CARPET,太平地毡国际有限公司,百慕达,--,--,2634,1980-01-08,--,,纺织品,制造、进出口及销售地毡，制造及销售毛纱，以及销售皮革。
142,HK0147,国际商业结算,国际商业结算控股有限公司,百慕达,--,--,180,1988-06-06,--,,房地产,在中国开发及销售商业住宅物业；提供企业管理顾问服务；以及销售酒类。
143,HK0148,建滔集团,建滔化工集团有限公司,开曼群岛,--,--,43200,1993-10-08,--,,电子元器件,覆铜面板、印刷线路板、化工产品、液晶体显示屏、磁电产品制造及销售业务和物业发展及投资。
144,HK0149,中国农产品交易,中国农产品交易有限公司,百慕达,--,--,1415,1973-03-12,--,,农产品交易,在中国从事农产品交易市场之物业管理及销售业务。
145,HK0150,HYPEBEAST,--,--,--,--,--,2016-04-11,--,,--,--
146,HK0151,中国旺旺,中国旺旺控股有限公司,开曼群岛,--,--,45900,2008-03-26,--,,休闲食品,制造、分销及销售食品及饮料。
147,HK0152,深圳国际,深圳国际控股有限公司,百慕达,--,--,5972,1972-09-25,--,,公路运输,从事物流基础设施的投资、建设与经营，并依托拥有的基础设施及信息服务平台向客户提供各类物流增值服务。
148,HK0153,中国赛特,中国赛特集团有限公司,开曼群岛,--,--,554,2013-11-01,--,,建筑材料,提供综合性钢结构及预制构件建筑解决方案服务。
149,HK0154,北京控股环境集团,北京控股环境集团有限公司,香港,--,--,875,1970-09-18,--,,新能源,建设及经营垃圾焚烧发电厂、废物处理及出售垃圾焚烧所产生之电力及蒸气；及提供资讯科技相关服务。
150,HK0155,中国源畅,中国源畅光电能源控股有限公司,百慕达,--,--,114,1988-09-05,--,,新能源,开发、生产、营销及销售光伏太阳能业务；参与主要及次要证券市场；养殖及销售有机猪只及牲畜。
151,HK0156,力宝华润,力宝华润有限公司,香港,--,--,1853,1973-03-01,--,,地产投资,投资控股、物业投资、物业发展、食品业务、物业管理、矿产勘探、开采及提炼、证券投资、财务投资及放款。
152,HK0157,自然美,自然美生物科技有限公司,开曼群岛,--,--,540,2002-03-28,--,,化妆品,制造及销售护肤、美容及香薰产品及提供肌肤护理、美容及spa服务以及肌肤护理顾问服务及美容培训。
153,HK0158,万邦投资,万邦投资有限公司,香港,--,--,16,1972-08-29,--,,地产投资,在香港进行控股投资及房地产投资。
154,HK0159,布莱克万矿业,布莱克万矿业有限公司,百慕达,--,--,26,1985-07-05,--,,钢铁,于西澳勘探及发展铁矿石采矿项目；于中国开采、加工及生产铜精矿。
155,HK0160,汉国置业,汉国置业有限公司,香港,--,--,350,1988-12-30,--,,地产投资,物业发展、物业投资及与物业相关之业务。
156,HK0161,中航国际控股,中航国际控股股份有限公司,中国深圳市,--,--,37341,1997-09-29,--,,电子元器件,于中国从事平板显示屏、印刷电路板及手表的制造与销售、地产开发、有关工程的物流及造船服务、采购及建设项目。
157,HK0162,世纪金花,世纪金花商业控股有限公司,百慕达,--,--,7800,2000-10-23,--,,百货商城,经营百货商场、购物中心及超级市场。
158,HK0163,英皇国际,英皇集团(国际)有限公司,百慕达,--,--,1745,1972-11-14,--,,地产投资,物业租赁、物业发展、酒店及酒店相关业务。
159,HK0164,中国宝力科技,中国宝力科技控股有限公司,百慕达,--,--,259,1973-01-26,--,,旅游服务,娱乐及邮轮业务、物业业务、伽玛射线照射服务、资源业务及证券买卖及投资。
160,HK0165,中国光大控股,中国光大控股有限公司,香港,--,--,294,1973-02-26,--,,资产管理,提供金融服务。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
161,HK0166,新时代能源,新时代能源有限公司,百慕达,--,--,53,1998-10-13,--,,油气开采,买卖石油产品；勘探、开采、生产及销售天然资源。
162,HK0167,IDT INT'L,万威国际有限公司,百慕达,--,--,1099,1988-10-21,--,,消费电子,投资控股、设计、开发、制造、市场推广及分销时尚生活电子产品。
163,HK0168,青岛啤酒股份,青岛啤酒股份有限公司,中国山东省,--,--,43228,1993-07-15,--,,啤酒,生产及销售啤酒
164,HK0169,万达酒店发展,万达酒店发展有限公司,百慕达,--,--,242,2002-06-04,--,,房地产,物业发展、物业租赁、物业管理及投资控股活动。
165,HK0170,中国资本,中国资本(控股)有限公司,--,--,--,10,--,--,,--,在香港及中国内地进行投资控股。
166,HK0171,银建国际,银建国际实业有限公司,香港,--,--,543,1973-02-23,--,,地产投资,物业投资、其他投资、不良资产业务及石油化工产品生产及销售。
167,HK0172,金榜集团,金榜集团控股有限公司,香港,--,--,34,1972-09-01,--,,信贷,提供金融服务。
168,HK0173,嘉华国际,嘉华国际集团有限公司,百慕达,--,--,850,1987-02-06,--,,房地产,物业发展及投资。
169,HK0174,盛洋投资,盛洋投资(控股)有限公司,香港,--,--,26,1988-10-05,--,,资产管理,基金平台投资、基金投资、物业投资及开发及证券投资业务。
170,HK0175,吉利汽车,吉利汽车控股有限公司,开曼群岛,--,--,34100,1973-02-23,--,,汽车制造,生产及买卖汽车、汽车零件及相关汽车部件。
171,HK0176,先机企业集团,先机企业集团有限公司,百慕达,--,--,390,1994-04-28,--,,消费电子,承包生产原设备制造产品及充电式电池产品、手制、草坪及园艺工具、工业磁铁及测量及计算工具。
172,HK0177,江苏宁沪高速公路,江苏宁沪高速公路股份有限公司,中国南京市,--,--,5490,1997-06-27,--,,公路运输,江苏省境内收费路桥的投资、建设、经营及管理，并发展该等公路沿线的服务区配套经营
173,HK0178,莎莎国际,莎莎国际控股有限公司,开曼群岛,--,--,5000,1997-06-13,--,,化妆品,零售及批发化妆品。
174,HK0179,德昌电机控股,德昌电机控股有限公司,百慕达,--,--,39000,1984-07-11,--,,汽车零部件,制造及销售动力系统。
175,HK0180,开达集团,开达集团有限公司,百慕达,--,--,2552,1985-05-24,--,,玩具,制造及销售塑胶、电子及填充式玩具及模型火车、物业投资及投资控股。
176,HK0181,闽港控股,闽港控股有限公司,香港,--,--,153,1973-02-22,--,,酒店,物业投资及发展、酒店业务及投资控股。
177,HK0182,协合新能源,协合新能源集团有限公司,百慕达,--,--,1202,1991-11-27,--,,新能源,设计、采购及施工，设备制造，电厂运行及维护，电厂投资。
178,HK0183,宏辉集团,宏辉集团控股有限公司,开曼群岛,--,--,12,2002-05-21,--,,房地产,提供物业经纪服务、进行物业整合、并购与重建计划、物业买卖、物业发展及物业投资业务。
179,HK0184,激成投资,激成投资(香港)有限公司,香港,--,--,1993,1973-02-24,--,,酒店,经营酒店与会所业务、物业投资与发展及提供管理服务。
180,HK0185,正恒国际控股,正恒国际控股有限公司,香港,--,--,52,1972-12-20,--,,地产投资,证券买卖及投资；物业投资及管理；酒店业务；以及于中国物业发展。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
181,HK0186,敏捷控股,敏捷控股有限公司,百慕达,--,--,40,1987-07-09,--,,消费电子,家用电器及音频产品之分销及特许权业务。
182,HK0187,京城机电股份,北京京城机电股份有限公司,中国北京市,--,--,1684,1993-08-06,--,,电子元器件,气体储运装备制造
183,HK0188,新华汇富金融,新华汇富金融控股有限公司,百慕达,--,--,102,2000-09-15,--,,证券,证券投资、股票、期权、期货及商品期货经纪、提供财务顾问服务、资产管理、放款及其他与证券相关之金融服务。
184,HK0189,东岳集团,东岳集团有限公司,开曼群岛,--,--,5587,2007-12-10,--,,化工用品,制造、分销及销售制冷剂、高分子材料、有机硅及二氯甲烷、聚氯乙烯及烧碱以及其他；在中国从事物业开发。
185,HK0190,香港建设(控股),香港建设(控股)有限公司,百慕达,--,--,259,1987-05-29,--,,房地产,物业发展与投资、再生能源投资及营运业务。
186,HK0191,丽新国际,丽新制衣国际有限公司,香港,--,--,1600,1987-12-03,--,,地产投资,物业发展作销售用途；物业投资；投资及营运酒店及食肆；以及投资控股。
187,HK0193,冠中地产,冠中地产有限公司,香港,--,--,410,1972-09-11,--,,酒店,投资控股、物业投资及发展、酒店业务、金融投资及相关业务。
188,HK0194,廖创兴企业,廖创兴企业有限公司,香港,--,--,448,1972-11-13,--,,地产投资,物业投资、物业发展、物业管理、财务投资、贸易及制造、酒店经营。
189,HK0195,绿科科技国际,绿科科技国际有限公司,开曼群岛,--,--,28,2008-11-12,--,,其他金属矿物,投资控股、提供企业管理服务、及开采金属锡及销售锡精矿。
190,HK0196,宏华集团,宏华集团有限公司,开曼群岛,--,--,3684,2008-03-07,--,,气油设备与服务,研究、设计、制造、成套和销售陆地钻机以及相关零部件，同时为客户提供技术支持性服务。
191,HK0197,亨泰,亨泰消费品集团有限公司,开曼群岛,--,--,470,2001-12-03,--,,包装食品,销售及买卖包装食品、饮料、家庭消费品、化妆产品及冷冻链产品；种植、销售及买卖新鲜及加工水果及蔬菜；及提供物流服务。
192,HK0198,星美控股,星美控股集团有限公司,百慕达,--,--,7000,1973-02-07,--,,影视,电影院业务、证券交易、投资电影制作及发行、电影院专柜销售及网上购物。
193,HK0199,德祥地产,德祥地产集团有限公司,百慕达,--,--,302,1994-03-18,--,,房地产,在澳门、中国、香港、加拿大及英国从事物业发展及投资;于中国、香港及加拿大从事发展、投资及经营酒店及消闲业务;证券投资及提供贷款融资服务。
194,HK0200,新濠国际发展,新濠国际发展有限公司,香港,--,--,20106,1927-01-01,--,,博彩,博彩、消闲及娱乐；物业及其他投资。
195,HK0201,华大酒店,华大酒店投资有限公司,香港,--,--,--,1972-11-17,--,,酒店,投资及经营酒店、物业投资、物业发展、证券投资及买卖及资金投资。
196,HK0202,润中国际控股,润中国际控股有限公司,香港,--,--,120,2000-08-31,--,,综合,物业投资业务、酒店业务、融资及证券投资业务、及天然资源业务。
197,HK0204,中国投资开发,中国投资开发有限公司,--,--,--,7,2000-12-12,--,,--,持有投资，以及投资上市及非上市证券。
198,HK0205,财讯传媒,财讯传媒集团有限公司,百慕达,--,--,426,1993-01-05,--,,传媒广告,在中国提供广告代理服务及分销书籍及杂志以及香港之证券经纪业务、放债业务及提供电子商务平台服务。
199,HK0206,华商国际海洋控股,TSC集团控股有限公司,开曼群岛,--,--,722,2005-11-28,--,,气油设备与服务,设计、制造、安装及委托经营资本设备及总包陆地及海洋钻机及油田耗材及物料以及提供工程服务。
200,HK0207,大悦城地产,大悦城地产有限公司,百慕达,--,--,6753,1973-03-06,--,,地产投资,投资控股、物业投资及发展、物业管理及酒店经营。
序号,股票代码,股票简称,公司名称,注册地址,主营业务收入(201904),净利润(201904),员工人数,上市日期,招股书,公司财报,行业分类,主营业务
